item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
Dried Chillies,Grocery/Staple,2022,45,158,0,838.98,1006.78,41,17,30.5,0.29,21
Dried Chillies,Grocery/Staple,2022,46,151,0,850.47,1020.56,21,38,31.5,0.29,20
Dried Chillies,Grocery/Staple,2022,47,144,0,867.81,1041.37,20,26,27,0.29,25
Dried Chillies,Grocery/Staple,2022,48,137,0,892.27,1070.72,25,41,26.8,0.29,33
Dried Chillies,Grocery/Staple,2022,49,130,0,889.32,1067.18,33,21,24.8,0.29,30
Dried Chillies,Grocery/Staple,2022,50,123,0,907.07,1088.48,30,20,27,0.29,25
Dried Chillies,Grocery/Staple,2022,51,116,0,917.79,1101.35,25,25,28.2,0.29,28
Dried Chillies,Grocery/Staple,2022,52,109,0,940.98,1129.18,28,33,29,0.29,47
Dried Chillies,Grocery/Staple,2023,1,102,0,938.21,1125.85,47,30,32.5,0.29,15
Dried Chillies,Grocery/Staple,2023,2,95,0,953.67,1144.4,15,25,28.8,0.29,25
Dried Chillies,Grocery/Staple,2023,3,88,0,959.85,1151.82,25,28,28.8,0.29,35
Dried Chillies,Grocery/Staple,2023,4,81,0,971.74,1166.09,35,47,30.5,0.29,27
Dried Chillies,Grocery/Staple,2023,5,74,0,977.94,1173.53,27,15,25.5,0.29,26
Dried Chillies,Grocery/Staple,2023,6,67,0,990.1,1188.12,26,25,28.2,0.29,34
Dried Chillies,Grocery/Staple,2023,7,60,0,1011.92,1214.3,34,35,30.5,0.29,43
Dried Chillies,Grocery/Staple,2023,8,53,0,1014.87,1217.84,43,27,32.5,0.29,19
Dried Chillies,Grocery/Staple,2023,9,46,0,1022.03,1226.44,19,26,30.5,0.29,32
Dried Chillies,Grocery/Staple,2023,10,39,0,1024.24,1229.09,32,34,32,0.29,35
Dried Chillies,Grocery/Staple,2023,11,32,0,1024.83,1229.8,35,43,32.2,0.29,23
Dried Chillies,Grocery/Staple,2023,12,25,0,1025.54,1230.65,23,19,27.2,0.29,34
Dried Chillies,Grocery/Staple,2023,13,18,1,1017.14,1220.57,34,32,31,0.29,30
Dried Chillies,Grocery/Staple,2023,14,11,1,1038.67,1246.4,30,35,30.5,0.29,55
Dried Chillies,Grocery/Staple,2023,15,4,1,1041.65,1249.98,55,23,35.5,0.29,84
Dried Chillies,Grocery/Staple,2023,16,363,0,1002.66,1203.19,84,34,50.8,0.29,31
Dried Chillies,Grocery/Staple,2023,17,356,0,1001.27,1201.52,31,30,50,0.29,25
Dried Chillies,Grocery/Staple,2023,18,349,0,1003.74,1204.49,25,55,48.8,0.29,26
Dried Chillies,Grocery/Staple,2023,19,342,0,993.29,1191.95,26,84,41.5,0.29,32
Dried Chillies,Grocery/Staple,2023,20,335,0,1000.08,1200.1,32,31,28.5,0.29,31
Dried Chillies,Grocery/Staple,2023,21,328,0,996.74,1196.09,31,25,28.5,0.29,23
Dried Chillies,Grocery/Staple,2023,22,321,0,990.03,1188.04,23,26,28,0.29,36
Dried Chillies,Grocery/Staple,2023,23,314,0,994.28,1193.14,36,32,30.5,0.29,26
Dried Chillies,Grocery/Staple,2023,24,307,0,979.31,1175.17,26,31,29,0.29,26
Dried Chillies,Grocery/Staple,2023,25,300,0,986.64,1183.97,26,23,27.8,0.29,37
Dried Chillies,Grocery/Staple,2023,26,293,0,978.19,1173.83,37,36,31.2,0.29,29
Dried Chillies,Grocery/Staple,2023,27,286,0,975.62,1170.74,29,26,29.5,0.29,26
Dried Chillies,Grocery/Staple,2023,28,279,0,980.4,1176.48,26,26,29.5,0.29,31
Dried Chillies,Grocery/Staple,2023,29,272,0,969.54,1163.45,31,37,30.8,0.29,45
Dried Chillies,Grocery/Staple,2023,30,265,0,956.5,1147.8,45,29,32.8,0.29,28
Dried Chillies,Grocery/Staple,2023,31,258,0,960.66,1152.79,28,26,32.5,0.29,17
Dried Chillies,Grocery/Staple,2023,32,251,0,970.29,1164.35,17,31,30.2,0.29,38
Dried Chillies,Grocery/Staple,2023,33,244,0,961.81,1154.17,38,45,32,0.29,34
Dried Chillies,Grocery/Staple,2023,34,237,0,959.36,1151.23,34,28,29.2,0.29,29
Dried Chillies,Grocery/Staple,2023,35,230,0,957.38,1148.86,29,17,29.5,0.29,21
Dried Chillies,Grocery/Staple,2023,36,223,0,951.84,1142.21,21,38,30.5,0.29,30
Dried Chillies,Grocery/Staple,2023,37,216,0,946.59,1135.91,30,34,28.5,0.29,28
Dried Chillies,Grocery/Staple,2023,38,209,0,948.11,1137.73,28,29,27,0.29,32
Dried Chillies,Grocery/Staple,2023,39,202,0,940.68,1128.82,32,21,27.8,0.29,32
Dried Chillies,Grocery/Staple,2023,40,195,0,947.18,1136.62,32,30,30.5,0.29,39
Dried Chillies,Grocery/Staple,2023,41,188,0,932.49,1118.99,39,28,32.8,0.29,41
Dried Chillies,Grocery/Staple,2023,42,181,0,925.1,1110.12,41,32,36,0.29,47
Dried Chillies,Grocery/Staple,2023,43,174,0,925.37,1110.44,47,32,39.8,0.29,38
Dried Chillies,Grocery/Staple,2023,44,167,0,922.98,1107.58,38,39,41.2,0.29,18
Dried Chillies,Grocery/Staple,2023,45,160,0,935.12,1122.14,18,41,36,0.29,39
Dried Chillies,Grocery/Staple,2023,46,153,0,920.17,1104.2,39,47,35.5,0.29,28
Dried Chillies,Grocery/Staple,2023,47,146,0,923.2,1107.84,28,38,30.8,0.29,17
Dried Chillies,Grocery/Staple,2023,48,139,0,912.8,1095.36,17,18,25.5,0.29,45
Dried Chillies,Grocery/Staple,2023,49,132,0,910.31,1092.37,45,39,32.2,0.29,30
Dried Chillies,Grocery/Staple,2023,50,125,0,899.47,1079.36,30,28,30,0.29,31
Dried Chillies,Grocery/Staple,2023,51,118,0,902.94,1083.53,31,17,30.8,0.29,27
Dried Chillies,Grocery/Staple,2023,52,111,0,886.13,1063.36,27,45,33.2,0.29,24
Dried Chillies,Grocery/Staple,2024,1,104,0,901.04,1081.25,24,30,28,0.29,34
Dried Chillies,Grocery/Staple,2024,2,97,0,907.13,1088.56,34,31,29,0.29,32
Dried Chillies,Grocery/Staple,2024,3,90,0,907.08,1088.5,32,27,29.2,0.29,40
Dried Chillies,Grocery/Staple,2024,4,83,0,887.44,1064.93,40,24,32.5,0.29,36
Dried Chillies,Grocery/Staple,2024,5,76,0,902.43,1082.92,36,34,35.5,0.29,24
Dried Chillies,Grocery/Staple,2024,6,69,0,897.54,1077.05,24,32,33,0.29,30
Dried Chillies,Grocery/Staple,2024,7,62,0,888.35,1066.02,30,40,32.5,0.29,45
Dried Chillies,Grocery/Staple,2024,8,55,0,888.08,1065.7,45,36,33.8,0.29,22
Dried Chillies,Grocery/Staple,2024,9,48,0,897.45,1076.94,22,24,30.2,0.29,23
Dried Chillies,Grocery/Staple,2024,10,41,0,899.46,1079.35,23,30,30,0.29,38
Dried Chillies,Grocery/Staple,2024,11,34,0,897.23,1076.68,38,45,32,0.29,26
Dried Chillies,Grocery/Staple,2024,12,27,0,891.71,1070.05,26,22,27.2,0.29,29
Dried Chillies,Grocery/Staple,2024,13,20,1,898.84,1078.61,29,23,29,0.29,32
Dried Chillies,Grocery/Staple,2024,14,13,1,905.99,1087.19,32,38,31.2,0.29,45
Dried Chillies,Grocery/Staple,2024,15,6,1,944.0,1132.8,45,26,33,0.29,83
Dried Chillies,Grocery/Staple,2024,16,364,0,889.62,1067.54,83,29,47.2,0.29,25
Dried Chillies,Grocery/Staple,2024,17,357,0,891.38,1069.66,25,32,46.2,0.29,41
Dried Chillies,Grocery/Staple,2024,18,350,0,887.85,1065.42,41,45,48.5,0.29,24
Dried Chillies,Grocery/Staple,2024,19,343,0,886.75,1064.1,24,83,43.2,0.29,28
Dried Chillies,Grocery/Staple,2024,20,336,0,892.24,1070.69,28,25,29.5,0.29,24
Dried Chillies,Grocery/Staple,2024,21,329,0,896.12,1075.34,24,41,29.2,0.29,30
Dried Chillies,Grocery/Staple,2024,22,322,0,883.7,1060.44,30,24,26.5,0.29,32
Dried Chillies,Grocery/Staple,2024,23,315,0,880.75,1056.9,32,28,28.5,0.29,24
Dried Chillies,Grocery/Staple,2024,24,308,0,895.38,1074.46,24,24,27.5,0.29,34
Dried Chillies,Grocery/Staple,2024,25,301,0,890.6,1068.72,34,30,30,0.29,35
Dried Chillies,Grocery/Staple,2024,26,294,0,896.95,1076.34,35,32,31.2,0.29,39
Dried Chillies,Grocery/Staple,2024,27,287,0,886.77,1064.12,39,24,33,0.29,16
Dried Chillies,Grocery/Staple,2024,28,280,0,891.4,1069.68,16,34,31,0.29,25
Dried Chillies,Grocery/Staple,2024,29,273,0,890.21,1068.25,25,35,28.8,0.29,24
Dried Chillies,Grocery/Staple,2024,30,266,0,889.81,1067.77,24,39,26,0.29,31
Dried Chillies,Grocery/Staple,2024,31,259,0,899.42,1079.3,31,16,24,0.29,45
Dried Chillies,Grocery/Staple,2024,32,252,0,903.11,1083.73,45,25,31.2,0.29,34
Dried Chillies,Grocery/Staple,2024,33,245,0,903.3,1083.96,34,24,33.5,0.29,24
Dried Chillies,Grocery/Staple,2024,34,238,0,902.71,1083.25,24,31,33.5,0.29,32
Dried Chillies,Grocery/Staple,2024,35,231,0,890.94,1069.13,32,45,33.8,0.29,37
Dried Chillies,Grocery/Staple,2024,36,224,0,901.52,1081.82,37,34,31.8,0.29,40
Dried Chillies,Grocery/Staple,2024,37,217,0,899.17,1079.0,40,24,33.2,0.29,39
Dried Chillies,Grocery/Staple,2024,38,210,0,903.96,1084.75,39,32,37,0.29,32
Dried Chillies,Grocery/Staple,2024,39,203,0,898.09,1077.71,32,37,37,0.29,40
Dried Chillies,Grocery/Staple,2024,40,196,0,907.23,1088.68,40,40,37.8,0.29,37
Dried Chillies,Grocery/Staple,2024,41,189,0,907.02,1088.42,37,39,37,0.29,26
Dried Chillies,Grocery/Staple,2024,42,182,0,899.83,1079.8,26,32,33.8,0.29,45
Dried Chillies,Grocery/Staple,2024,43,175,0,908.11,1089.73,45,40,37,0.29,33
Dried Chillies,Grocery/Staple,2024,44,168,0,901.21,1081.45,33,37,35.2,0.29,30
Dried Chillies,Grocery/Staple,2024,45,161,0,909.96,1091.95,30,26,33.5,0.29,22
Dried Chillies,Grocery/Staple,2024,46,154,0,914.81,1097.77,22,45,32.5,0.29,32
Dried Chillies,Grocery/Staple,2024,47,147,0,902.76,1083.31,32,33,29.2,0.29,30
Dried Chillies,Grocery/Staple,2024,48,140,0,902.55,1083.06,30,30,28.5,0.29,28
Dried Chillies,Grocery/Staple,2024,49,133,0,911.83,1094.2,28,22,28,0.29,41
Dried Chillies,Grocery/Staple,2024,50,126,0,910.2,1092.24,41,32,32.8,0.29,40
Dried Chillies,Grocery/Staple,2024,51,119,0,913.81,1096.57,40,30,34.8,0.29,27
Dried Chillies,Grocery/Staple,2024,52,112,0,917.19,1100.63,27,28,34,0.29,40
Dried Chillies,Grocery/Staple,2025,1,105,0,917.07,1100.48,40,41,37,0.29,17
Dried Chillies,Grocery/Staple,2025,2,98,0,912.13,1094.56,17,40,31,0.29,40
Dried Chillies,Grocery/Staple,2025,3,91,0,911.57,1093.88,40,27,31,0.29,26
Dried Chillies,Grocery/Staple,2025,4,84,0,912.45,1094.94,26,40,30.8,0.29,19
Dried Chillies,Grocery/Staple,2025,5,77,0,912.38,1094.86,19,17,25.5,0.29,26
Dried Chillies,Grocery/Staple,2025,6,70,0,911.66,1093.99,26,40,27.8,0.29,19
Dried Chillies,Grocery/Staple,2025,7,63,0,906.3,1087.56,19,26,22.5,0.29,30
Dried Chillies,Grocery/Staple,2025,8,56,0,913.51,1096.21,30,19,23.5,0.29,31
Dried Chillies,Grocery/Staple,2025,9,49,0,904.91,1085.89,31,26,26.5,0.29,24
Dried Chillies,Grocery/Staple,2025,10,42,0,910.79,1092.95,24,19,26,0.29,37
Dried Chillies,Grocery/Staple,2025,11,35,0,908.11,1089.73,37,30,30.5,0.29,37
Dried Chillies,Grocery/Staple,2025,12,28,0,923.36,1108.03,37,31,32.2,0.29,36
Dried Chillies,Grocery/Staple,2025,13,21,1,912.06,1094.47,36,24,33.5,0.29,27
Dried Chillies,Grocery/Staple,2025,14,14,1,924.74,1109.69,27,37,34.2,0.29,27
Dried Chillies,Grocery/Staple,2025,15,7,1,954.61,1145.53,27,37,31.8,0.29,83
Dried Chillies,Grocery/Staple,2025,16,0,1,914.67,1097.6,83,36,43.2,0.29,41
Dried Chillies,Grocery/Staple,2025,17,358,0,919.59,1103.51,41,27,44.5,0.29,31
Dried Chillies,Grocery/Staple,2025,18,351,0,911.16,1093.39,31,27,45.5,0.29,14
Dried Chillies,Grocery/Staple,2025,19,344,0,908.8,1090.56,14,83,42.2,0.29,32
Dried Chillies,Grocery/Staple,2025,20,337,0,919.39,1103.27,32,41,29.5,0.29,32
Dried Chillies,Grocery/Staple,2025,21,330,0,905.77,1086.92,32,31,27.2,0.29,26
Dried Chillies,Grocery/Staple,2025,22,323,0,903.44,1084.13,26,14,26,0.29,41
Dried Chillies,Grocery/Staple,2025,23,316,0,903.03,1083.64,41,32,32.8,0.29,45
Dried Chillies,Grocery/Staple,2025,24,309,0,910.32,1092.38,45,32,36,0.29,31
Dried Chillies,Grocery/Staple,2025,25,302,0,903.71,1084.45,31,26,35.8,0.29,30
Dried Chillies,Grocery/Staple,2025,26,295,0,919.99,1103.99,30,41,36.8,0.29,29
Dried Chillies,Grocery/Staple,2025,27,288,0,909.52,1091.42,29,45,33.8,0.29,39
Dried Chillies,Grocery/Staple,2025,28,281,0,919.42,1103.3,39,31,32.2,0.29,39
Dried Chillies,Grocery/Staple,2025,29,274,0,911.1,1093.32,39,30,34.2,0.29,29
Dried Chillies,Grocery/Staple,2025,30,267,0,917.36,1100.83,29,29,34,0.29,28
Dried Chillies,Grocery/Staple,2025,31,260,0,903.18,1083.82,28,39,33.8,0.29,31
Dried Chillies,Grocery/Staple,2025,32,253,0,923.26,1107.91,31,39,31.8,0.29,26
Dried Chillies,Grocery/Staple,2025,33,246,0,923.39,1108.07,26,29,28.5,0.29,36
Dried Chillies,Grocery/Staple,2025,34,239,0,910.49,1092.59,36,28,30.2,0.29,29
Dried Chillies,Grocery/Staple,2025,35,232,0,909.69,1091.63,29,31,30.5,0.29,33
Dried Chillies,Grocery/Staple,2025,36,225,0,910.54,1092.65,33,26,31,0.29,39
Dried Chillies,Grocery/Staple,2025,37,218,0,900.21,1080.25,39,36,34.2,0.29,26
Dried Chillies,Grocery/Staple,2025,38,211,0,911.14,1093.37,26,29,31.8,0.29,37
Dried Chillies,Grocery/Staple,2025,39,204,0,916.97,1100.36,37,33,33.8,0.29,39
Dried Chillies,Grocery/Staple,2025,40,197,0,901.56,1081.87,39,39,35.2,0.29,19
Dried Chillies,Grocery/Staple,2025,41,190,0,909.45,1091.34,19,26,30.2,0.29,45
Dried Chillies,Grocery/Staple,2025,42,183,0,921.53,1105.84,45,37,35,0.29,32
Dried Chillies,Grocery/Staple,2025,43,176,0,908.24,1089.89,32,39,33.8,0.29,30
Dried Chillies,Grocery/Staple,2025,44,169,0,917.16,1100.59,30,19,31.5,0.29,28
Dried Chillies,Grocery/Staple,2025,45,162,0,909.78,1091.74,28,45,33.8,0.29,45
Dried Chillies,Grocery/Staple,2025,46,155,0,915.11,1098.13,45,32,33.8,0.29,34
Dried Chillies,Grocery/Staple,2025,47,148,0,902.65,1083.18,34,30,34.2,0.29,31
Dried Chillies,Grocery/Staple,2025,48,141,0,910.55,1092.66,31,28,34.5,0.29,22
Dried Chillies,Grocery/Staple,2025,49,134,0,918.27,1101.92,22,45,33,0.29,30
Dried Chillies,Grocery/Staple,2025,50,127,0,906.17,1087.4,30,34,29.2,0.29,30
Dried Chillies,Grocery/Staple,2025,51,120,0,914.6,1097.52,30,31,28.2,0.29,30
Dried Chillies,Grocery/Staple,2025,52,113,0,906.02,1087.22,30,22,28,0.29,25
Dried Chillies,Grocery/Staple,2026,1,106,0,914.38,1097.26,25,30,28.8,0.29,46
Dried Chillies,Grocery/Staple,2026,2,99,0,912.64,1095.17,46,30,32.8,0.29,27
Dried Chillies,Grocery/Staple,2026,3,92,0,909.31,1091.17,27,30,32,0.29,30
Dried Chillies,Grocery/Staple,2026,4,85,0,909.27,1091.12,30,25,32,0.29,45
Dried Chillies,Grocery/Staple,2026,5,78,0,902.18,1082.62,45,46,37,0.29,28
Dried Chillies,Grocery/Staple,2026,6,71,0,909.16,1090.99,28,27,32.5,0.29,40
Dried Chillies,Grocery/Staple,2026,7,64,0,911.38,1093.66,40,30,35.8,0.29,22
Dried Chillies,Grocery/Staple,2026,8,57,0,933.15,1119.78,22,45,33.8,0.29,44
Dried Chillies,Grocery/Staple,2026,9,50,0,924.78,1109.74,44,28,33.5,0.29,29
Dried Chillies,Grocery/Staple,2026,10,43,0,911.7,1094.04,29,40,33.8,0.29,44
Dried Chillies,Grocery/Staple,2026,11,36,0,917.12,1100.54,44,22,34.8,0.29,45
Dried Chillies,Grocery/Staple,2026,12,29,0,918.51,1102.21,45,44,40.5,0.29,40
Dried Chillies,Grocery/Staple,2026,13,22,0,911.31,1093.57,40,29,39.5,0.29,29
Dried Chillies,Grocery/Staple,2026,14,15,1,920.22,1104.26,29,44,39.5,0.29,27
Dried Chillies,Grocery/Staple,2026,15,8,1,951.56,1141.87,27,45,35.2,0.29,83
Dried Chillies,Grocery/Staple,2026,16,1,1,931.27,1117.52,83,40,44.8,0.29,63
Dried Chillies,Grocery/Staple,2026,17,359,0,908.53,1090.24,63,29,50.5,0.29,27
Dried Chillies,Grocery/Staple,2026,18,352,0,924.36,1109.23,27,27,50,0.29,24
Dried Chillies,Grocery/Staple,2026,19,345,0,918.92,1102.7,24,83,49.2,0.29,35
Dried Chillies,Grocery/Staple,2026,20,338,0,907.43,1088.92,35,63,37.2,0.29,30
Dried Chillies,Grocery/Staple,2026,21,331,0,924.74,1109.69,30,27,29,0.29,32
Dried Chillies,Grocery/Staple,2026,22,324,0,906.39,1087.67,32,24,30.2,0.29,30
Dried Chillies,Grocery/Staple,2026,23,317,0,922.29,1106.75,30,35,31.8,0.29,26
Dried Chillies,Grocery/Staple,2026,24,310,0,912.35,1094.82,26,30,29.5,0.0,11
Eggs (White),Grocery/Staple,2022,24,305,0,20.5,24.6,551,551,551,0.29,551
Eggs (White),Grocery/Staple,2022,25,298,0,20.87,25.04,551,527,551,0.29,527
Eggs (White),Grocery/Staple,2022,26,291,0,21.44,25.73,527,486,539,0.29,486
Eggs (White),Grocery/Staple,2022,27,284,0,21.77,26.12,486,360,521.3,0.29,360
Eggs (White),Grocery/Staple,2022,28,277,0,22.36,26.83,360,551,481,0.29,360
Eggs (White),Grocery/Staple,2022,29,270,0,22.84,27.41,360,527,433.2,0.29,360
Eggs (White),Grocery/Staple,2022,30,263,0,23.61,28.33,360,486,391.5,0.29,360
Eggs (White),Grocery/Staple,2022,31,256,0,24.03,28.84,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,32,249,0,24.82,29.78,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,33,242,0,25.23,30.28,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,34,235,0,25.42,30.5,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,35,228,0,25.84,31.01,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,36,221,0,26.81,32.17,360,360,360,0.29,620
Eggs (White),Grocery/Staple,2022,37,214,0,27.03,32.44,620,360,425,0.29,360
Eggs (White),Grocery/Staple,2022,38,207,0,27.69,33.23,360,360,425,0.29,340
Eggs (White),Grocery/Staple,2022,39,200,0,27.83,33.4,340,360,420,0.29,360
Eggs (White),Grocery/Staple,2022,40,193,0,28.72,34.46,360,620,420,0.29,360
Eggs (White),Grocery/Staple,2022,41,186,0,29.19,35.03,360,360,355,0.29,360
Eggs (White),Grocery/Staple,2022,42,179,0,29.39,35.27,360,340,355,0.29,360
Eggs (White),Grocery/Staple,2022,43,172,0,29.83,35.8,360,360,360,0.29,346
Eggs (White),Grocery/Staple,2022,44,165,0,29.75,35.7,346,360,356.5,0.29,360
Eggs (White),Grocery/Staple,2022,45,158,0,30.78,36.94,360,360,356.5,0.29,360
Eggs (White),Grocery/Staple,2022,46,151,0,31.1,37.32,360,360,356.5,0.29,360
Eggs (White),Grocery/Staple,2022,47,144,0,31.53,37.84,360,346,356.5,0.29,360
Eggs (White),Grocery/Staple,2022,48,137,0,31.89,38.27,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,49,130,0,32.79,39.35,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,50,123,0,33.07,39.68,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,51,116,0,34.02,40.82,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2022,52,109,0,34.33,41.2,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,1,102,0,34.41,41.29,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,2,95,0,34.6,41.52,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,3,88,0,35.46,42.55,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,4,81,0,35.64,42.77,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,5,74,0,35.73,42.88,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,6,67,0,36.73,44.08,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,7,60,0,37.06,44.47,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,8,53,0,37.13,44.56,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,9,46,0,38.12,45.74,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,10,39,0,37.03,44.44,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,11,32,0,37.13,44.56,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,12,25,0,36.83,44.2,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,13,18,1,36.82,44.18,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,14,11,1,38.17,45.8,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,15,4,1,38.53,46.24,360,360,360,0.29,720
Eggs (White),Grocery/Staple,2023,16,363,0,37.04,44.45,720,360,450,0.29,360
Eggs (White),Grocery/Staple,2023,17,356,0,36.31,43.57,360,360,450,0.29,360
Eggs (White),Grocery/Staple,2023,18,349,0,36.37,43.64,360,360,450,0.29,360
Eggs (White),Grocery/Staple,2023,19,342,0,36.66,43.99,360,720,450,0.29,360
Eggs (White),Grocery/Staple,2023,20,335,0,36.1,43.32,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,21,328,0,36.38,43.66,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,22,321,0,36.04,43.25,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,23,314,0,36.05,43.26,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,24,307,0,35.67,42.8,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,25,300,0,36.05,43.26,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,26,293,0,35.68,42.82,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,27,286,0,35.91,43.09,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,28,279,0,35.77,42.92,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,29,272,0,35.66,42.79,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,30,265,0,35.32,42.38,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,31,258,0,35.22,42.26,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,32,251,0,35.21,42.25,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,33,244,0,35.0,42.0,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,34,237,0,34.57,41.48,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,35,230,0,34.66,41.59,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,36,223,0,34.69,41.63,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,37,216,0,34.79,41.75,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,38,209,0,34.74,41.69,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,39,202,0,34.81,41.77,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,40,195,0,34.54,41.45,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,41,188,0,34.41,41.29,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,42,181,0,33.74,40.49,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,43,174,0,33.9,40.68,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,44,167,0,33.76,40.51,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,45,160,0,33.84,40.61,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,46,153,0,33.7,40.44,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,47,146,0,33.55,40.26,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,48,139,0,33.34,40.01,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,49,132,0,33.49,40.19,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,50,125,0,33.03,39.64,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,51,118,0,33.2,39.84,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2023,52,111,0,32.78,39.34,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,1,104,0,32.61,39.13,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,2,97,0,32.82,39.38,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,3,90,0,32.61,39.13,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,4,83,0,32.67,39.2,360,360,360,0.29,491
Eggs (White),Grocery/Staple,2024,5,76,0,32.98,39.58,491,360,392.8,0.29,453
Eggs (White),Grocery/Staple,2024,6,69,0,32.89,39.47,453,360,416,0.29,350
Eggs (White),Grocery/Staple,2024,7,62,0,33.21,39.85,350,360,413.5,0.29,461
Eggs (White),Grocery/Staple,2024,8,55,0,32.58,39.1,461,491,438.8,0.29,360
Eggs (White),Grocery/Staple,2024,9,48,0,32.74,39.29,360,453,406,0.29,360
Eggs (White),Grocery/Staple,2024,10,41,0,32.47,38.96,360,350,382.8,0.29,360
Eggs (White),Grocery/Staple,2024,11,34,0,32.79,39.35,360,461,385.2,0.29,360
Eggs (White),Grocery/Staple,2024,12,27,0,32.65,39.18,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,13,20,1,32.8,39.36,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,14,13,1,32.77,39.32,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,15,6,1,34.26,41.11,360,360,360,0.29,720
Eggs (White),Grocery/Staple,2024,16,364,0,32.6,39.12,720,360,450,0.29,360
Eggs (White),Grocery/Staple,2024,17,357,0,32.53,39.04,360,360,450,0.29,360
Eggs (White),Grocery/Staple,2024,18,350,0,32.69,39.23,360,360,450,0.29,360
Eggs (White),Grocery/Staple,2024,19,343,0,32.24,38.69,360,720,450,0.29,360
Eggs (White),Grocery/Staple,2024,20,336,0,32.38,38.86,360,360,360,0.29,360
Eggs (White),Grocery/Staple,2024,21,329,0,32.74,39.29,360,360,360,0.29,598
Eggs (White),Grocery/Staple,2024,22,322,0,32.35,38.82,598,360,419.5,0.29,382
Eggs (White),Grocery/Staple,2024,23,315,0,32.48,38.98,382,360,425,0.29,360
Eggs (White),Grocery/Staple,2024,24,308,0,32.61,39.13,360,360,425,0.29,360
